"DateTime","Number of sales","Sales USD"
"2019-03-03 00:00:00",6981,59110.12
"2019-03-04 00:00:00",5352,89740.98
"2019-03-05 00:00:00",4875,95166.59
"2019-03-06 00:00:00",5139,71476.67
"2019-03-07 00:00:00",5734,59875.97
"2019-03-08 00:00:00",6660,76773.9
"2019-03-09 00:00:00",6270,70490.91
"2019-03-10 00:00:00",5063,83474.97
"2019-03-11 00:00:00",4084,53206.43
"2019-03-12 00:00:00",4504,110181.75
"2019-03-13 00:00:00",3999,62299.05
"2019-03-14 00:00:00",3921,76826.11
"2019-03-15 00:00:00",4648,70605.83
"2019-03-16 00:00:00",7478,62872.18
"2019-03-17 00:00:00",6664,83947.23
"2019-03-18 00:00:00",5295,72920.06
"2019-03-19 00:00:00",5089,67374
"2019-03-20 00:00:00",4946,66584.69
"2019-03-21 00:00:00",4526,54311.41
"2019-03-22 00:00:00",4996,55268.19
"2019-03-23 00:00:00",6145,79449.31
"2019-03-24 00:00:00",6337,91813.72
"2019-03-25 00:00:00",5312,64579.69
"2019-03-26 00:00:00",4873,81364.35
"2019-03-27 00:00:00",4506,51671.46
"2019-03-28 00:00:00",4160,115433.52
"2019-03-29 00:00:00",26715,113070.61
"2019-03-30 00:00:00",9623,72030.16
"2019-03-31 00:00:00",10874,78362.36
"2019-04-01 00:00:00",8093,98319.36
"2019-04-02 00:00:00",5483,118710.92
"2019-04-03 00:00:00",4319,70302
"2019-04-04 00:00:00",3869,91897.06
"2019-04-05 00:00:00",3741,75902.31
"2019-04-06 00:00:00",4371,56581.59
"2019-04-07 00:00:00",4218,66657.25
"2019-04-08 00:00:00",2967,61423.18
"2019-04-09 00:00:00",3455,62896.54
"2019-04-10 00:00:00",3575,54318.73
"2019-04-11 00:00:00",3114,62233.89
"2019-04-12 00:00:00",3751,75108.85
"2019-04-13 00:00:00",6591,62810
"2019-04-14 00:00:00",7284,44331.5
"2019-04-15 00:00:00",3789,98547.33
"2019-04-16 00:00:00",3971,60263.9
"2019-04-17 00:00:00",4388,41414.5
"2019-04-18 00:00:00",4483,47166.02
"2019-04-19 00:00:00",5071,53070.84
"2019-04-20 00:00:00",4676,45924.89
"2019-04-21 00:00:00",4597,60305.31
"2019-04-22 00:00:00",3990,42454.72
"2019-04-23 00:00:00",3836,49690.84
"2019-04-24 00:00:00",3852,101817.5
"2019-04-25 00:00:00",3958,44348.31
"2019-04-26 00:00:00",3675,50329.72
"2019-04-27 00:00:00",4644,71302.24
"2019-04-28 00:00:00",4641,46939.81
"2019-04-29 00:00:00",3854,40105.68
"2019-04-30 00:00:00",4081,205756.42
"2019-05-01 00:00:00",5263,44436.41
"2019-05-02 00:00:00",4878,69419.33
"2019-05-03 00:00:00",4213,50007.63
"2019-05-04 00:00:00",4950,43939.96
"2019-05-05 00:00:00",4451,55717.35
"2019-05-06 00:00:00",3691,38196.03
"2019-05-07 00:00:00",2316,37821.21
"2019-05-08 00:00:00",4131,53238.58
"2019-05-09 00:00:00",4141,41609.06
"2019-05-10 00:00:00",5416,87320
"2019-05-11 00:00:00",7329,49348.58
"2019-05-12 00:00:00",5501,63565.98
"2019-05-13 00:00:00",4691,71247.13
"2019-05-14 00:00:00",3917,39710.23
"2019-05-15 00:00:00",2465,70580.94
"2019-05-16 00:00:00",2266,48288.78
"2019-05-17 00:00:00",3524,123824
"2019-05-18 00:00:00",3703,117510.31
"2019-05-19 00:00:00",3780,86911.13
"2019-05-20 00:00:00",3418,100847.59
"2019-05-21 00:00:00",3234,96397.03
"2019-05-22 00:00:00",3282,75977.41
"2019-05-23 00:00:00",3010,80323.74
"2019-05-24 00:00:00",4356,168425.63
"2019-05-25 00:00:00",5078,91808.05
"2019-05-26 00:00:00",4813,72842.84
"2019-05-27 00:00:00",4551,186686.21
"2019-05-28 00:00:00",5268,99985.67
"2019-05-29 00:00:00",4784,70734.23
"2019-05-30 00:00:00",5834,65908.32
"2019-05-31 00:00:00",4679,86325.56
"2019-06-01 00:00:00",2907,48083.2
"2019-06-02 00:00:00",3000,66803.43
"2019-06-03 00:00:00",2939,113945.89
"2019-06-04 00:00:00",2489,43776.7
"2019-06-05 00:00:00",3231,56036
"2019-06-06 00:00:00",2685,57393.34
"2019-06-07 00:00:00",3864,105327.27
"2019-06-08 00:00:00",3133,35722.78
"2019-06-09 00:00:00",4793,48550.25
"2019-06-10 00:00:00",3031,48518.4
"2019-06-11 00:00:00",3601,42960
"2019-06-12 00:00:00",3826,68476.87
"2019-06-13 00:00:00",4270,80523.93
"2019-06-14 00:00:00",3424,64392
"2019-06-15 00:00:00",3394,58616.77
"2019-06-16 00:00:00",4091,74932.82
"2019-06-17 00:00:00",3037,50205.6
"2019-06-18 00:00:00",3031,135095.13
"2019-06-19 00:00:00",2946,116396.12
"2019-06-20 00:00:00",2245,75666.97
"2019-06-21 00:00:00",3286,179175.18
"2019-06-22 00:00:00",3870,120809.54
"2019-06-23 00:00:00",3759,55387.28
"2019-06-24 00:00:00",3815,124966.89
"2019-06-25 00:00:00",2836,46830.79
"2019-06-26 00:00:00",2781,75130.27
"2019-06-27 00:00:00",1795,43120.71
"2019-06-28 00:00:00",1831,43875.7
"2019-06-29 00:00:00",2854,62825.4
"2019-06-30 00:00:00",2010,39523.25
"2019-07-01 00:00:00",1500,25044.43
"2019-07-02 00:00:00",1518,30654.08
"2019-07-03 00:00:00",1747,37113.73
"2019-07-04 00:00:00",2529,56025.79
"2019-07-05 00:00:00",2124,52034.93
"2019-07-06 00:00:00",3045,29373.23
"2019-07-07 00:00:00",2885,53171.96
"2019-07-08 00:00:00",2583,53150.63
"2019-07-09 00:00:00",2951,67212.09
"2019-07-10 00:00:00",2667,89971.42
"2019-07-11 00:00:00",1910,58469.63
"2019-07-12 00:00:00",2449,36002.82
"2019-07-13 00:00:00",2786,42663.36
"2019-07-14 00:00:00",2715,55106.87
"2019-07-15 00:00:00",2520,69360.02
"2019-07-16 00:00:00",1165,45318.24
"2019-07-17 00:00:00",2755,62322.14
"2019-07-18 00:00:00",4327,58102.35
"2019-07-19 00:00:00",2979,27473.21
"2019-07-20 00:00:00",4776,36354.44
"2019-07-21 00:00:00",4772,37023.46
"2019-07-22 00:00:00",3486,36341.51
"2019-07-23 00:00:00",3690,32637.28
"2019-07-24 00:00:00",2849,25498.1
"2019-07-25 00:00:00",2554,24201.17
"2019-07-26 00:00:00",4096,32668.07
"2019-07-27 00:00:00",3949,33969.3
"2019-07-28 00:00:00",3922,33577.2
"2019-07-29 00:00:00",3901,52290.81
"2019-07-30 00:00:00",4235,50084.53
"2019-07-31 00:00:00",3635,56954.09
"2019-08-01 00:00:00",3127,74698.54
"2019-08-02 00:00:00",2892,34114.95
"2019-08-03 00:00:00",3470,39984.26
"2019-08-04 00:00:00",3709,36740.55
"2019-08-05 00:00:00",3277,29556.12
"2019-08-06 00:00:00",2127,34505.13
"2019-08-07 00:00:00",2824,36969.05
"2019-08-08 00:00:00",2860,40790.46
"2019-08-09 00:00:00",2801,41485.35
"2019-08-10 00:00:00",2149,21737.84
"2019-08-11 00:00:00",2376,23992.2
"2019-08-12 00:00:00",2458,105492.73
"2019-08-13 00:00:00",2589,43042.93
"2019-08-14 00:00:00",2793,37894.53
"2019-08-15 00:00:00",2609,34472.69
"2019-08-16 00:00:00",2709,45153.88
"2019-08-17 00:00:00",3691,22773.66
"2019-08-18 00:00:00",3779,21434.69
"2019-08-19 00:00:00",2417,31277.21
"2019-08-20 00:00:00",6991,26280.71
"2019-08-21 00:00:00",4670,25506.47
"2019-08-22 00:00:00",4032,41894
"2019-08-23 00:00:00",4031,40370.1
"2019-08-24 00:00:00",5462,42081.8
"2019-08-25 00:00:00",3609,35049.25
"2019-08-26 00:00:00",2456,49983.78
"2019-08-27 00:00:00",4205,27685.74
"2019-08-28 00:00:00",3830,64804.62
"2019-08-29 00:00:00",3435,44537.94
"2019-08-30 00:00:00",3775,30408.56
"2019-08-31 00:00:00",5670,46515.8
"2019-09-01 00:00:00",5220,47528.24
"2019-09-02 00:00:00",4430,42662.91
"2019-09-03 00:00:00",3133,38191.94
"2019-09-04 00:00:00",2968,87760.17
"2019-09-05 00:00:00",2130,35989.97
"2019-09-06 00:00:00",1508,29077.82
"2019-09-07 00:00:00",1507,25010.12
"2019-09-08 00:00:00",1449,44802.62
"2019-09-09 00:00:00",1408,76243.99
"2019-09-10 00:00:00",1177,31137.91
"2019-09-11 00:00:00",1265,31813.48
"2019-09-12 00:00:00",1310,38882.82
"2019-09-13 00:00:00",1287,64881.95
"2019-09-14 00:00:00",2876,36287.42
"2019-09-15 00:00:00",2557,28206.4
"2019-09-16 00:00:00",1252,39476.18
"2019-09-17 00:00:00",1083,30615.82
"2019-09-18 00:00:00",1148,29563.13
"2019-09-19 00:00:00",1123,75267.22
"2019-09-20 00:00:00",885,22366.37
"2019-09-21 00:00:00",2346,31816.2
"2019-09-22 00:00:00",2102,31262.21
"2019-09-23 00:00:00",1503,32243.73
"2019-09-24 00:00:00",1234,37360.15
"2019-09-25 00:00:00",1082,31459.13
"2019-09-26 00:00:00",1136,32947.07
"2019-09-27 00:00:00",1004,21606.96
"2019-09-28 00:00:00",2047,19492.46
"2019-09-29 00:00:00",2573,74141.91
"2019-09-30 00:00:00",2144,30871.11
"2019-10-01 00:00:00",3805,39427.44
"2019-10-02 00:00:00",3603,37829.46
"2019-10-03 00:00:00",4050,29972.06
"2019-10-04 00:00:00",3317,31581.81
"2019-10-05 00:00:00",3456,19179.68
"2019-10-06 00:00:00",2805,54009.19
"2019-10-07 00:00:00",3118,43162.09
"2019-10-08 00:00:00",3249,40584.35
"2019-10-09 00:00:00",5455,96721.31
"2019-10-10 00:00:00",4060,48828.42
"2019-10-11 00:00:00",5089,28095
"2019-10-12 00:00:00",3221,30159.42
"2019-10-13 00:00:00",3171,75566.9
"2019-10-14 00:00:00",3450,111626.29
"2019-10-15 00:00:00",4653,243449.96
"2019-10-16 00:00:00",3470,177577.36
"2019-10-17 00:00:00",4656,151337.23
"2019-10-18 00:00:00",4165,126642.07
"2019-10-19 00:00:00",3940,122434.05
"2019-10-20 00:00:00",8557,272920.55
"2019-10-21 00:00:00",3150,79621.82
"2019-10-22 00:00:00",3241,86746.03
"2019-10-23 00:00:00",2256,66311.71
"2019-10-24 00:00:00",2286,72830.66
"2019-10-25 00:00:00",2678,82187.96
"2019-10-26 00:00:00",3990,89410.16
"2019-10-27 00:00:00",3599,94905.06
"2019-10-28 00:00:00",3832,74301.47
"2019-10-29 00:00:00",2934,66769.21
"2019-10-30 00:00:00",2859,80431.68
"2019-10-31 00:00:00",2796,65283.95
"2019-11-01 00:00:00",3421,50134.01
"2019-11-02 00:00:00",3993,66221.84
"2019-11-03 00:00:00",3041,83745.18
"2019-11-04 00:00:00",2882,58525.8
"2019-11-05 00:00:00",3038,46856.14
"2019-11-06 00:00:00",4880,63550.34
"2019-11-07 00:00:00",5802,71318.79
"2019-11-08 00:00:00",4583,40691.88
"2019-11-09 00:00:00",5114,38105.67
"2019-11-10 00:00:00",5024,63186.47
"2019-11-11 00:00:00",3484,76744.82
"2019-11-12 00:00:00",3777,48738.66
"2019-11-13 00:00:00",3846,41665.3
"2019-11-14 00:00:00",2647,39971.66
"2019-11-15 00:00:00",3016,26003.54
"2019-11-16 00:00:00",3150,21782.44
"2019-11-17 00:00:00",2699,52844.69
"2019-11-18 00:00:00",3077,46648.28
"2019-11-19 00:00:00",2940,44314.69
"2019-11-20 00:00:00",3017,46483.79
"2019-11-21 00:00:00",2614,40633.35
"2019-11-22 00:00:00",12488,137688.06
"2019-11-23 00:00:00",17499,102529.27
"2019-11-24 00:00:00",20293,97730.79
"2019-11-25 00:00:00",10379,81013.31
"2019-11-26 00:00:00",12281,62897.91
"2019-11-27 00:00:00",12281,93759.15
"2019-11-28 00:00:00",10263,78329.14
"2019-11-29 00:00:00",18348,95530.37
"2019-11-30 00:00:00",13542,90835.42
"2019-12-01 00:00:00",16535,85931.51
"2019-12-02 00:00:00",14112,72170.05
"2019-12-03 00:00:00",8167,86919.79
"2019-12-04 00:00:00",7710,72050.01
"2019-12-05 00:00:00",10274,161530.15
"2019-12-06 00:00:00",8147,60999.24
"2019-12-07 00:00:00",9429,59119.17
"2019-12-08 00:00:00",11108,77777.14
"2019-12-09 00:00:00",9304,114360.56
"2019-12-10 00:00:00",7937,87342.37
"2019-12-11 00:00:00",8101,79342.53
"2019-12-12 00:00:00",8407,76658.98
"2019-12-13 00:00:00",5982,49074.7
"2019-12-14 00:00:00",6326,58787.08
"2019-12-15 00:00:00",6185,53441.81
"2019-12-16 00:00:00",4996,69024.99
"2019-12-17 00:00:00",4076,57987.69
"2019-12-18 00:00:00",6255,216613.71
"2019-12-19 00:00:00",6073,108030.76
"2019-12-20 00:00:00",5127,100745.64
"2019-12-21 00:00:00",6929,86395.14
"2019-12-22 00:00:00",8428,60782.2
"2019-12-23 00:00:00",4608,75842.9
"2019-12-24 00:00:00",5053,70093.11
"2019-12-25 00:00:00",5314,62856.49
"2019-12-26 00:00:00",5654,111256.3
"2019-12-27 00:00:00",7385,80134.16
"2019-12-28 00:00:00",6812,63623.08
"2019-12-29 00:00:00",7662,81447.79
"2019-12-30 00:00:00",5357,57945.51
"2019-12-31 00:00:00",5671,54991.24
"2020-01-01 00:00:00",7557,61452.77
"2020-01-02 00:00:00",8853,68282.52
"2020-01-03 00:00:00",8361,89010.08
"2020-01-04 00:00:00",12142,139670.34
"2020-01-05 00:00:00",9653,74680.21
"2020-01-06 00:00:00",5982,109789.36
"2020-01-07 00:00:00",8177,104039.36
"2020-01-08 00:00:00",5883,83245.4
"2020-01-09 00:00:00",7178,55432.95
"2020-01-10 00:00:00",6086,64241.42
"2020-01-11 00:00:00",7348,77801.86
"2020-01-12 00:00:00",8695,58884.62
"2020-01-13 00:00:00",7689,73317.59
"2020-01-14 00:00:00",8956,81809.51
"2020-01-15 00:00:00",6906,62224.79
"2020-01-16 00:00:00",4683,61030.12
"2020-01-17 00:00:00",5073,72898.34
"2020-01-18 00:00:00",7697,81408.23
"2020-01-19 00:00:00",8553,56400.37
"2020-01-20 00:00:00",13048,67719.54
"2020-01-21 00:00:00",9271,96178.61
"2020-01-22 00:00:00",8182,91832.97
"2020-01-23 00:00:00",9526,172346.59
"2020-01-24 00:00:00",16754,78961.82
"2020-01-25 00:00:00",10853,56811.12
"2020-01-26 00:00:00",12233,72636.57
"2020-01-27 00:00:00",9590,65631.16
"2020-01-28 00:00:00",7837,86641.63
"2020-01-29 00:00:00",6062,77308.48
"2020-01-30 00:00:00",4979,51664.6
"2020-01-31 00:00:00",5759,81580.05
"2020-02-01 00:00:00",7555,70567.33
"2020-02-02 00:00:00",7074,77399
"2020-02-03 00:00:00",4482,91345.22
"2020-02-04 00:00:00",2786,85001.3
"2020-02-05 00:00:00",3218,133867.1
"2020-02-06 00:00:00",2795,114566.09
"2020-02-07 00:00:00",3217,225548.01
"2020-02-08 00:00:00",9251,88763.86
"2020-02-09 00:00:00",14367,192555.19
"2020-02-10 00:00:00",5724,147030.31
"2020-02-11 00:00:00",11475,477570.7
"2020-02-12 00:00:00",5116,219456.12
"2020-02-13 00:00:00",5783,159618.56
"2020-02-14 00:00:00",4536,115210.85
"2020-02-15 00:00:00",4939,112617.96
"2020-02-16 00:00:00",4170,140779.12
"2020-02-17 00:00:00",5573,177273.37
"2020-02-18 00:00:00",4762,198200.65
"2020-02-19 00:00:00",4786,120477.99
"2020-02-20 00:00:00",5510,113425.84
"2020-02-21 00:00:00",6204,186592.16
"2020-02-22 00:00:00",6585,120104.75
"2020-02-23 00:00:00",6954,110973.31
"2020-02-24 00:00:00",6888,147116.78
"2020-02-25 00:00:00",5421,119855.21
"2020-02-26 00:00:00",5394,101766.41
"2020-02-27 00:00:00",6527,99735.81
"2020-02-28 00:00:00",7292,118585.62
"2020-02-29 00:00:00",9631,72785.57
"2020-03-01 00:00:00",8236,124750.75
"2020-03-02 00:00:00",11834,146547.11
"2020-03-03 00:00:00",5190,128882.82
"2020-03-04 00:00:00",5060,89649.26
"2020-03-05 00:00:00",4680,69542.56
"2020-03-06 00:00:00",5149,77387.19
"2020-03-07 00:00:00",7348,70311.93
"2020-03-08 00:00:00",4342,85961.75
"2020-03-09 00:00:00",3560,65365.15
"2020-03-10 00:00:00",6030,81186.45
"2020-03-11 00:00:00",8608,72219.46
"2020-03-12 00:00:00",3490,41254.52
"2020-03-13 00:00:00",2476,49139.23
"2020-03-14 00:00:00",5199,39556.65
"2020-03-15 00:00:00",5996,42489.91
"2020-03-16 00:00:00",6273,36683.76
"2020-03-17 00:00:00",7449,56568.76
"2020-03-18 00:00:00",9700,44782.34
"2020-03-19 00:00:00",6481,94167.78
"2020-03-20 00:00:00",5761,48494.81
"2020-03-21 00:00:00",6339,57602.37
"2020-03-22 00:00:00",5728,66606.93
"2020-03-23 00:00:00",5150,57244.78
"2020-03-24 00:00:00",4055,66425.23
"2020-03-25 00:00:00",3537,46549.73
"2020-03-26 00:00:00",5868,70069.12
"2020-03-27 00:00:00",5215,51108.37
"2020-03-28 00:00:00",8778,73980.14
"2020-03-29 00:00:00",5860,49881.81
"2020-03-30 00:00:00",5270,68189.48
"2020-03-31 00:00:00",17127,514223.47
"2020-04-01 00:00:00",6930,52250.4
"2020-04-02 00:00:00",4050,52941.36
"2020-04-03 00:00:00",7388,59566.62
"2020-04-04 00:00:00",10931,77011.24
"2020-04-05 00:00:00",6037,54859.99
"2020-04-06 00:00:00",7097,45053.67
"2020-04-07 00:00:00",4305,76325.39
"2020-04-08 00:00:00",3807,69100.58
"2020-04-09 00:00:00",4286,53327.76
"2020-04-10 00:00:00",4639,151840.4
"2020-04-11 00:00:00",7806,51269.08
"2020-04-12 00:00:00",7194,46967.51
"2020-04-13 00:00:00",5585,59528.56
"2020-04-14 00:00:00",9045,48653.69
"2020-04-15 00:00:00",5326,53862.3
"2020-04-16 00:00:00",3579,88590.01
"2020-04-17 00:00:00",4357,63340.93
"2020-04-18 00:00:00",5092,124366.4
"2020-04-19 00:00:00",5385,59213.66
"2020-04-20 00:00:00",3386,57282.7
"2020-04-21 00:00:00",4264,119420.79
"2020-04-22 00:00:00",3895,97547.45
"2020-04-23 00:00:00",4042,128382.24
"2020-04-24 00:00:00",3502,75645.3
"2020-04-25 00:00:00",4879,110256.14
"2020-04-26 00:00:00",4630,103415.07
"2020-04-27 00:00:00",4686,81654.22
"2020-04-28 00:00:00",4329,56018.69
"2020-04-29 00:00:00",2867,68172.5
"2020-04-30 00:00:00",2359,98921.13
"2020-05-01 00:00:00",4145,107203.09
"2020-05-02 00:00:00",3936,143135.95
"2020-05-03 00:00:00",5072,77299.97
"2020-05-04 00:00:00",3227,60888.57
"2020-05-05 00:00:00",2892,81741.53
"2020-05-06 00:00:00",2339,60295.68
"2020-05-07 00:00:00",1986,67712
"2020-05-08 00:00:00",2601,87002.44
"2020-05-09 00:00:00",3307,72491.59
"2020-05-10 00:00:00",2550,51573.65
"2020-05-11 00:00:00",2608,46221.67
"2020-05-12 00:00:00",2454,39316.3
"2020-05-13 00:00:00",2351,62989.38
"2020-05-14 00:00:00",2060,86349.22
"2020-05-15 00:00:00",2697,70034.72
"2020-05-16 00:00:00",3432,92795.66
"2020-05-17 00:00:00",3546,66244.84
"2020-05-18 00:00:00",2424,82745.17
"2020-05-19 00:00:00",2303,61117.27
"2020-05-20 00:00:00",2531,110902.36
"2020-05-21 00:00:00",2325,112275.17
"2020-05-22 00:00:00",2544,124039.14
"2020-05-23 00:00:00",4820,96810.47
"2020-05-24 00:00:00",4336,264633.84
"2020-05-25 00:00:00",3391,106899.02
"2020-05-26 00:00:00",2984,106825.47
"2020-05-27 00:00:00",2827,101876.76
"2020-05-28 00:00:00",2671,87074.76
"2020-05-29 00:00:00",2675,86550.69
"2020-05-30 00:00:00",2323,69780.9
"2020-05-31 00:00:00",1864,83632.65
"2020-06-01 00:00:00",1749,100866.51
"2020-06-02 00:00:00",1418,84138.44
"2020-06-03 00:00:00",1579,97012.64
"2020-06-04 00:00:00",3303,146148.29
"2020-06-05 00:00:00",2267,94778.42
"2020-06-06 00:00:00",2986,94497.66
"2020-06-07 00:00:00",2210,70843.01
"2020-06-08 00:00:00",1962,58281.41
"2020-06-09 00:00:00",1757,82236.12
"2020-06-10 00:00:00",1748,92847.22
"2020-06-11 00:00:00",3234,131181.79
"2020-06-12 00:00:00",2241,69492.55
"2020-06-13 00:00:00",2353,116663.07
"2020-06-14 00:00:00",3147,107628.84
"2020-06-15 00:00:00",2105,89752.83
"2020-06-16 00:00:00",2682,109176.97
"2020-06-17 00:00:00",1536,67410.14
"2020-06-18 00:00:00",1864,168455.45
"2020-06-19 00:00:00",1586,83258.95
"2020-06-20 00:00:00",2771,52101.53
"2020-06-21 00:00:00",2944,68487.22
"2020-06-22 00:00:00",1720,69358.21
"2020-06-23 00:00:00",3366,125888.17
"2020-06-24 00:00:00",1717,72911.31
"2020-06-25 00:00:00",3561,81877.29
"2020-06-26 00:00:00",1976,61401.92
"2020-06-27 00:00:00",2129,44043.64
"2020-06-28 00:00:00",1633,72140.3
"2020-06-29 00:00:00",1481,83250.41
"2020-06-30 00:00:00",3118,140659.64
"2020-07-01 00:00:00",1902,125983.15
"2020-07-02 00:00:00",2322,107588.85
"2020-07-03 00:00:00",1973,71285.86
"2020-07-04 00:00:00",3343,81516.33
"2020-07-05 00:00:00",2497,67327.3
"2020-07-06 00:00:00",2025,76715.32
"2020-07-07 00:00:00",2047,64536.25
"2020-07-08 00:00:00",2435,97886.53
"2020-07-09 00:00:00",2894,103890.67
"2020-07-10 00:00:00",2898,114055.8
"2020-07-11 00:00:00",4110,178382.97
"2020-07-12 00:00:00",3040,113692.87
"2020-07-13 00:00:00",1646,102977.02
"2020-07-14 00:00:00",1755,108965.14
"2020-07-15 00:00:00",1859,98315.62
"2020-07-16 00:00:00",2027,79103.9
"2020-07-17 00:00:00",1630,79527.17
"2020-07-18 00:00:00",2108,68313.24
"2020-07-19 00:00:00",1448,115837.17
"2020-07-20 00:00:00",1371,108274.97
"2020-07-21 00:00:00",1566,103965.94
"2020-07-22 00:00:00",1497,139541.09
"2020-07-23 00:00:00",1439,118051.36
"2020-07-24 00:00:00",1600,124764.96
"2020-07-25 00:00:00",1735,152091.22
"2020-07-26 00:00:00",1394,118027.81
"2020-07-27 00:00:00",1028,113862.85
"2020-07-28 00:00:00",1153,110374.98
"2020-07-29 00:00:00",1141,165676.03
"2020-07-30 00:00:00",1449,154251.48
"2020-07-31 00:00:00",1109,81820.17
"2020-08-01 00:00:00",1241,93690.43
"2020-08-02 00:00:00",1326,188210.54
"2020-08-03 00:00:00",1143,137316.57
"2020-08-04 00:00:00",5346,437848.35
"2020-08-05 00:00:00",1976,139760.11
"2020-08-06 00:00:00",1677,125140.25
"2020-08-07 00:00:00",1508,120830.01
"2020-08-08 00:00:00",1780,146274.47
"2020-08-09 00:00:00",1276,148749.85
"2020-08-10 00:00:00",876,89409.19
"2020-08-11 00:00:00",803,99716.12
"2020-08-12 00:00:00",351,74023.21
"2020-08-13 00:00:00",1035,141086.82
"2020-08-14 00:00:00",994,150534.99
"2020-08-15 00:00:00",971,157283.34
"2020-08-16 00:00:00",1239,147965.56
"2020-08-17 00:00:00",878,83342.63
"2020-08-18 00:00:00",1090,178613.29
"2020-08-19 00:00:00",988,103444.41
"2020-08-20 00:00:00",1269,121227.19
"2020-08-21 00:00:00",898,125196.03
"2020-08-22 00:00:00",1049,131093.25
"2020-08-23 00:00:00",1342,190298.38
"2020-08-24 00:00:00",1000,125590.84
"2020-08-25 00:00:00",1253,125909.3
"2020-08-26 00:00:00",1191,127472
"2020-08-27 00:00:00",1331,157540.02
"2020-08-28 00:00:00",1435,246215.93
"2020-08-29 00:00:00",3242,152447.89
"2020-08-30 00:00:00",2560,151920.52
"2020-08-31 00:00:00",1301,155970.6
"2020-09-01 00:00:00",242,62648.1
"2020-09-02 00:00:00",717,80181.21
"2020-09-03 00:00:00",1180,131146.56
"2020-09-04 00:00:00",1528,150320.28
"2020-09-05 00:00:00",1182,79203.16
"2020-09-06 00:00:00",1574,186557.36
"2020-09-07 00:00:00",1670,139550.79
"2020-09-08 00:00:00",1436,114768.87
"2020-09-09 00:00:00",1471,145594.18
"2020-09-10 00:00:00",1226,132493.29
"2020-09-11 00:00:00",1393,217562.08
"2020-09-12 00:00:00",1372,187607.08
"2020-09-13 00:00:00",1611,258487.83
"2020-09-14 00:00:00",1286,278649.02
"2020-09-15 00:00:00",2976,467472.88
"2020-09-16 00:00:00",2704,201826.6
"2020-09-17 00:00:00",1511,170921.32
"2020-09-18 00:00:00",3237,425628.16
"2020-09-19 00:00:00",1861,303850.8
"2020-09-20 00:00:00",2327,416906.34
"2020-09-21 00:00:00",1784,213538.6
"2020-09-22 00:00:00",4031,602494.02
"2020-09-23 00:00:00",4915,454010.89
"2020-09-24 00:00:00",3285,861077.81
"2020-09-25 00:00:00",4052,629929.5
"2020-09-26 00:00:00",2909,686490.3
"2020-09-27 00:00:00",3181,630679.23
"2020-09-28 00:00:00",2969,1039410.88
"2020-09-29 00:00:00",2440,591458.8
"2020-09-30 00:00:00",2558,395393.92
"2020-10-01 00:00:00",2337,408300.02
"2020-10-02 00:00:00",2461,318734.23
"2020-10-03 00:00:00",3234,465219.03
"2020-10-04 00:00:00",2781,394596.64
"2020-10-05 00:00:00",2831,378109.32
"2020-10-06 00:00:00",3328,392359.12
"2020-10-07 00:00:00",2743,380642.5
"2020-10-08 00:00:00",2551,415964.32
"2020-10-09 00:00:00",2711,415394.72
"2020-10-10 00:00:00",2500,361514.18
"2020-10-11 00:00:00",3125,338248.11
"2020-10-12 00:00:00",2580,306229.43
"2020-10-13 00:00:00",2560,277775.65
"2020-10-14 00:00:00",2736,352887.68
"2020-10-15 00:00:00",2685,486193.66
"2020-10-16 00:00:00",2475,273563.17
